origin,destination,distance,transport_mode,base_lead_time,chaos_severity,event_type,actual_travel_time
WH_CHICAGO,WH_NY,1140,Road,2,2,Equipment Failure,2.53
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,5.15
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,9,Port Strike,17.33
WH_CHICAGO,WH_NY,1140,Road,2,9,Equipment Failure,5.76
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,2.26
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,6.89
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,2,Port Strike,9.32
PORT_LA,WH_CHICAGO,2800,Rail,4,5,Piracy Threat,7.64
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,7,Congestion,15.14
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,5,Congestion,10.86
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,3,Port Strike,34.12
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,7,Port Strike,15.3
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,3,Severe Weather,8.63
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,5,Congestion,10.63
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,5,Severe Weather,3.2
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,8,Piracy Threat,15.9
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,7,Piracy Threat,15.63
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,5,Port Strike,24.53
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,5,Piracy Threat,33.97
PORT_SHANGHAI,PORT_LA,10500,Sea,14,3,Port Strike,19.03
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,6,Piracy Threat,12.09
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,7,Piracy Threat,13.17
PORT_SHANGHAI,PORT_LA,10500,Sea,14,0,Normal,14.77
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,6,Piracy Threat,14.48
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,9,Equipment Failure,15.68
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,2.02
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,7,Severe Weather,4.27
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,3,Severe Weather,2.36
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,5,Port Strike,11.77
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,13.86
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,2,Severe Weather,8.84
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,3,Port Strike,11.95
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,10,Severe Weather,13.06
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,5,Congestion,14.57
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,6,Equipment Failure,3.97
WH_CHICAGO,WH_NY,1140,Road,2,9,Port Strike,6.04
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,8,Congestion,2.3
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,0,Normal,1.68
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,10,Congestion,15.22
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,3,Port Strike,9.85
PORT_SHANGHAI,PORT_LA,10500,Sea,14,7,Equipment Failure,29.93
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,3,Congestion,8.29
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,3,Piracy Threat,2.74
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,6,Port Strike,3.23
PORT_SHANGHAI,PORT_LA,10500,Sea,14,6,Severe Weather,26.62
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,6,Congestion,12.85
PORT_SHANGHAI,PORT_LA,10500,Sea,14,7,Port Strike,26.26
PORT_SHANGHAI,PORT_LA,10500,Sea,14,10,Equipment Failure,35.38
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,5,Piracy Threat,2.49
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,1,Severe Weather,7.33
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,9,Piracy Threat,40.78
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,5,Port Strike,37.58
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,3,Port Strike,16.75
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,2,Equipment Failure,17.59
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,4,Port Strike,12.68
WH_CHICAGO,WH_NY,1140,Road,2,1,Equipment Failure,1.82
PORT_SHANGHAI,PORT_LA,10500,Sea,14,4,Congestion,28.19
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,4,Piracy Threat,3.26
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,2,Congestion,2.72
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,6.68
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,4,Congestion,7.71
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,2,Equipment Failure,1.66
WH_CHICAGO,WH_NY,1140,Road,2,4,Congestion,2.66
WH_CHICAGO,WH_NY,1140,Road,2,7,Congestion,4.65
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,1,Equipment Failure,6.86
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,6,Severe Weather,38.01
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,8,Severe Weather,3.17
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,7,Piracy Threat,11.11
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,6,Congestion,4.14
PORT_LA,WH_CHICAGO,2800,Rail,4,8,Severe Weather,10.81
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,2,Severe Weather,10.85
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,6,Piracy Threat,12.15
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,2.56
PORT_SHANGHAI,PORT_LA,10500,Sea,14,10,Congestion,41.23
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,8,Piracy Threat,9.69
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,10,Equipment Failure,14.72
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,1.09
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,9,Port Strike,4.57
WH_CHICAGO,WH_NY,1140,Road,2,9,Severe Weather,5.14
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,9,Piracy Threat,3.6
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,9,Congestion,33.02
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,5,Port Strike,3.59
WH_CHICAGO,WH_NY,1140,Road,2,7,Severe Weather,4.69
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,9,Severe Weather,16.83
PORT_SHANGHAI,PORT_LA,10500,Sea,14,0,Normal,15.5
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,5,Port Strike,1.8
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,10,Congestion,14.21
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,6,Congestion,4.19
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,7,Severe Weather,12.71
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,3,Equipment Failure,28.8
PORT_SHANGHAI,PORT_LA,10500,Sea,14,2,Port Strike,14.86
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,6.9
WH_CHICAGO,WH_NY,1140,Road,2,9,Congestion,4.84
PORT_LA,WH_CHICAGO,2800,Rail,4,1,Severe Weather,4.43
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,7,Congestion,4.35
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,2,Equipment Failure,32.04
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,1.96
WH_CHICAGO,WH_NY,1140,Road,2,2,Severe Weather,2.78
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,7.19
WH_CHICAGO,WH_NY,1140,Road,2,1,Piracy Threat,2.54
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,7.85
PORT_SHANGHAI,PORT_LA,10500,Sea,14,6,Severe Weather,26.86
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,3,Equipment Failure,1.3
PORT_LA,WH_CHICAGO,2800,Rail,4,3,Severe Weather,5.86
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,8,Congestion,2.32
PORT_SHANGHAI,PORT_LA,10500,Sea,14,7,Port Strike,36.23
PORT_LA,WH_CHICAGO,2800,Rail,4,9,Port Strike,10.0
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,1,Port Strike,20.35
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,4,Equipment Failure,9.53
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,9,Congestion,12.33
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,21.47
PORT_LA,WH_CHICAGO,2800,Rail,4,0,Normal,4.46
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,4,Port Strike,8.1
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,1.15
WH_CHICAGO,WH_NY,1140,Road,2,3,Piracy Threat,2.27
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,10,Piracy Threat,4.58
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,5,Port Strike,34.82
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,10,Equipment Failure,3.95
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,10,Piracy Threat,5.2
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,9,Equipment Failure,12.92
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,1,Port Strike,6.62
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,9,Piracy Threat,17.67
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,7,Severe Weather,10.69
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,3,Congestion,3.08
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,4,Congestion,8.47
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,5,Equipment Failure,35.76
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Equipment Failure,7.5
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,6.93
PORT_LA,WH_CHICAGO,2800,Rail,4,7,Piracy Threat,9.26
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,6.78
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,7,Congestion,3.57
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,2,Port Strike,1.32
PORT_SHANGHAI,PORT_LA,10500,Sea,14,8,Congestion,31.83
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,0,Normal,1.37
PORT_LA,WH_CHICAGO,2800,Rail,4,1,Congestion,5.21
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,5,Equipment Failure,10.06
PORT_SHANGHAI,PORT_LA,10500,Sea,14,8,Severe Weather,30.41
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,7,Port Strike,4.41
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,4,Piracy Threat,3.52
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Severe Weather,7.05
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,7,Congestion,13.76
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,5,Severe Weather,9.4
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,3,Port Strike,10.72
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,1,Severe Weather,17.12
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,6,Severe Weather,2.94
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,6.69
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,6.43
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,1,Equipment Failure,20.14
WH_CHICAGO,WH_NY,1140,Road,2,10,Severe Weather,6.35
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,5,Severe Weather,2.5
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,6,Port Strike,4.23
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,3,Equipment Failure,23.34
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,7.0
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,9,Equipment Failure,43.1
PORT_SHANGHAI,PORT_LA,10500,Sea,14,3,Congestion,24.5
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,6.67
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,2,Severe Weather,7.15
WH_CHICAGO,WH_NY,1140,Road,2,5,Piracy Threat,3.84
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,10,Port Strike,20.59
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,5.1
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,4,Piracy Threat,22.64
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,5,Port Strike,12.89
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,5,Port Strike,9.15
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,22.87
PORT_SHANGHAI,PORT_LA,10500,Sea,14,0,Normal,13.2
PORT_SHANGHAI,PORT_LA,10500,Sea,14,0,Normal,14.83
PORT_LA,WH_CHICAGO,2800,Rail,4,9,Severe Weather,10.81
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,2.19
PORT_SHANGHAI,PORT_LA,10500,Sea,14,0,Normal,15.54
PORT_SHANGHAI,PORT_LA,10500,Sea,14,8,Piracy Threat,40.51
WH_CHICAGO,WH_NY,1140,Road,2,2,Piracy Threat,2.83
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,7.04
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,8,Port Strike,12.02
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,5,Port Strike,2.97
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,6,Piracy Threat,22.46
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,2,Port Strike,6.17
WH_CHICAGO,WH_NY,1140,Road,2,1,Piracy Threat,2.15
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,2,Port Strike,24.85
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,4,Severe Weather,33.98
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,2,Congestion,23.72
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,2,Severe Weather,2.56
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,9,Congestion,2.72
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,12.67
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,4,Equipment Failure,9.27
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,17.71
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,10,Equipment Failure,19.45
PORT_LA,WH_CHICAGO,2800,Rail,4,0,Normal,4.27
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,2.4
WH_CHICAGO,WH_NY,1140,Road,2,10,Port Strike,6.18
PORT_LA,WH_CHICAGO,2800,Rail,4,3,Port Strike,5.59
PORT_SHANGHAI,PORT_LA,10500,Sea,14,1,Congestion,22.62
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,5,Severe Weather,10.08
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,10,Equipment Failure,5.94
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,9,Piracy Threat,15.86
PORT_LA,WH_CHICAGO,2800,Rail,4,7,Severe Weather,8.13
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,5,Congestion,2.67
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,2,Severe Weather,2.76
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,4,Piracy Threat,8.54
PORT_LA,WH_CHICAGO,2800,Rail,4,2,Port Strike,6.13
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,8.51
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,0.9
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,7,Severe Weather,12.71
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,1.9
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,3,Port Strike,2.33
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,23.08
PORT_LA,WH_CHICAGO,2800,Rail,4,8,Equipment Failure,7.59
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,8,Equipment Failure,2.71
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,9,Severe Weather,5.36
WH_CHICAGO,WH_NY,1140,Road,2,8,Equipment Failure,4.19
PORT_LA,WH_CHICAGO,2800,Rail,4,9,Severe Weather,7.4
PORT_LA,WH_CHICAGO,2800,Rail,4,7,Piracy Threat,8.25
WH_CHICAGO,WH_NY,1140,Road,2,2,Equipment Failure,2.58
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,2,Severe Weather,6.28
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,6,Piracy Threat,2.34
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,2,Port Strike,1.14
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,10,Severe Weather,10.29
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,9,Equipment Failure,36.31
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,10,Equipment Failure,4.65
WH_CHICAGO,WH_NY,1140,Road,2,4,Port Strike,3.57
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,4,Congestion,10.96
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,4,Equipment Failure,2.34
PORT_SHANGHAI,PORT_LA,10500,Sea,14,1,Equipment Failure,18.86
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,5.84
PORT_SHANGHAI,PORT_LA,10500,Sea,14,0,Normal,14.47
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,0,Normal,1.72
WH_CHICAGO,WH_NY,1140,Road,2,2,Port Strike,2.41
PORT_SHANGHAI,PORT_LA,10500,Sea,14,2,Severe Weather,24.7
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,10,Severe Weather,28.77
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,4,Piracy Threat,11.71
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,1,Severe Weather,1.31
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,8,Piracy Threat,3.48
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,6.46
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,6.74
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,2,Piracy Threat,7.66
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,9,Severe Weather,12.75
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,2,Severe Weather,9.08
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,6,Congestion,2.17
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,0.8
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,8,Piracy Threat,37.75
WH_CHICAGO,WH_NY,1140,Road,2,5,Port Strike,3.3
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,9,Port Strike,13.65
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,7,Severe Weather,3.91
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,10,Congestion,12.38
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,3,Severe Weather,11.64
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,1,Congestion,8.89
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,1,Piracy Threat,7.05
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,8,Equipment Failure,25.09
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,5.65
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,7,Equipment Failure,4.51
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,6,Port Strike,13.65
WH_CHICAGO,WH_NY,1140,Road,2,10,Piracy Threat,5.05
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,2,Piracy Threat,2.39
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,7,Equipment Failure,11.4
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,10,Equipment Failure,6.1
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,9,Severe Weather,14.43
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,10,Congestion,14.28
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,2,Congestion,1.49
WH_CHICAGO,WH_NY,1140,Road,2,4,Piracy Threat,3.17
WH_CHICAGO,WH_NY,1140,Road,2,3,Severe Weather,2.52
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,4,Port Strike,3.83
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,3,Piracy Threat,18.02
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,5,Piracy Threat,4.12
PORT_LA,WH_CHICAGO,2800,Rail,4,1,Port Strike,4.39
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,1,Congestion,1.62
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,4,Congestion,8.99
WH_CHICAGO,WH_NY,1140,Road,2,8,Severe Weather,4.78
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,4,Port Strike,23.43
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,8,Equipment Failure,1.92
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,0.81
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,1,Severe Weather,19.72
PORT_SHANGHAI,PORT_LA,10500,Sea,14,2,Port Strike,17.05
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,5,Port Strike,12.84
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,5,Port Strike,29.45
PORT_SHANGHAI,PORT_LA,10500,Sea,14,5,Congestion,26.81
PORT_LA,WH_CHICAGO,2800,Rail,4,7,Severe Weather,8.74
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Equipment Failure,6.86
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,3,Port Strike,9.65
PORT_LA,WH_CHICAGO,2800,Rail,4,3,Severe Weather,6.9
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,6,Equipment Failure,12.61
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,2,Piracy Threat,26.88
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,5,Piracy Threat,32.65
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,2,Equipment Failure,8.82
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,10.99
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,4,Severe Weather,26.99
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,2,Piracy Threat,2.3
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,0.95
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,2.12
PORT_SHANGHAI,PORT_LA,10500,Sea,14,0,Normal,12.66
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,1,Equipment Failure,2.44
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,6.57
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,0,Normal,1.55
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,6,Congestion,8.78
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,0,Normal,6.01
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,7,Port Strike,35.12
PORT_LA,WH_CHICAGO,2800,Rail,4,8,Severe Weather,9.21
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,7,Severe Weather,2.2
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,8,Severe Weather,2.32
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Piracy Threat,8.66
WH_CHICAGO,WH_NY,1140,Road,2,6,Equipment Failure,4.06
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,6.3
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,2,Severe Weather,2.15
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,8,Congestion,4.74
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,10,Congestion,2.82
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,9,Port Strike,19.84
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,5.89
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,10,Congestion,50.85
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,10,Equipment Failure,5.27
WH_CHICAGO,WH_NY,1140,Road,2,3,Congestion,2.7
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,19.35
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,9,Equipment Failure,12.37
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,1,Equipment Failure,21.68
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,8,Severe Weather,46.41
PORT_SHANGHAI,PORT_LA,10500,Sea,14,9,Equipment Failure,42.03
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,0,Normal,1.29
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,3,Congestion,8.24
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,9,Port Strike,3.28
WH_CHICAGO,WH_NY,1140,Road,2,10,Equipment Failure,5.38
PORT_LA,WH_CHICAGO,2800,Rail,4,2,Severe Weather,5.55
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,10,Equipment Failure,4.15
PORT_LA,WH_CHICAGO,2800,Rail,4,5,Piracy Threat,8.42
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,7,Equipment Failure,12.63
WH_CHICAGO,WH_NY,1140,Road,2,10,Equipment Failure,5.19
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,3,Congestion,3.23
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,7,Severe Weather,38.91
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,1,Congestion,2.25
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,1,Equipment Failure,7.55
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,10,Equipment Failure,4.21
WH_CHICAGO,WH_NY,1140,Road,2,9,Piracy Threat,4.99
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,3,Equipment Failure,19.23
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,5.02
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,7,Congestion,13.46
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,1,Congestion,1.25
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,8,Port Strike,3.67
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,3,Equipment Failure,9.32
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,2,Port Strike,2.38
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,7,Congestion,4.02
